baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Oarb_102183_c3_g1	17.6587580397877	-1.25757771212446	0.694671844843505	-1.81031910456623	0.0702463160662549	0.309402280615067
Oarb_102209_c1_g1	0.631836840059788	-1.17189144888098	1.41242381829695	-0.829702412052216	0.406707057375963	NA
Oarb_102217_c0_g1	3.70232570483722	1.23301750477882	0.760357482285639	1.62162868585493	0.10488287669641	NA
Oarb_102234_c3_g3	1.78502597755052	-0.423120758292986	0.965280452210021	-0.438339714975317	0.661140040346077	NA
Oarb_102244_c0_g2	0.51336785663042	-0.787201939489834	1.69000277519819	-0.465799199292746	0.641359238286643	NA
Oarb_102246_c0_g1	1.33847384970424	-0.871570096546714	1.03554072158673	-0.841656999457477	0.399979974129954	NA
Oarb_102252_c0_g1	7.01823397317762	-1.63987389982008	0.863824628686837	-1.89838752608035	0.0576450516025816	0.278367466654088
Oarb_102263_c0_g1	1.29576406533504	0.204908074229324	1.33903450640623	0.153026731760085	0.878377194663192	NA
Oarb_102270_c0_g1	5.46541532160624	-0.822442667893462	0.757464911221244	-1.08578319036252	0.277574925059351	0.607571407537319
Oarb_102277_c1_g1	1.9003560715531	-0.277759502065156	0.93323228870835	-0.297631688729493	0.765984285957689	NA
Oarb_102283_c6_g1	2.37640351533093	0.326569687395687	0.862005219197656	0.378848851634163	0.704800108249625	NA
Oarb_102289_c0_g1	5.51245968365282	0.414072391386881	1.63047571157092	0.25395802491773	0.799527986420319	0.92519026123078
Oarb_102289_c0_g2	1.47201608725454	-1.52129942756596	1.08873996365755	-1.39730282560333	0.162322526502046	NA
Oarb_102291_c0_g1	1.64183891553653	-2.17968694835689	1.34518308501309	-1.62036452334343	0.105153995982835	NA
Oarb_102307_c0_g1	40.8931498941022	1.09456216230178	0.423547447671952	2.58427283251992	0.0097584565634218	0.0969970928262404
Oarb_102308_c0_g1	1.27049784417793	-1.0434203920735	1.1483318571904	-0.90864011613021	0.363540123722747	NA
Oarb_102317_c0_g2	0.585359575281761	1.55771139036745	1.59956947461094	0.973831656012521	0.330140132414008	NA
Oarb_102331_c0_g1	1.23089231571275	0.709146012795044	1.1393333181975	0.622421903641822	0.5336644813668	NA
Oarb_102335_c0_g1	0.855487852144987	-0.733028331168792	1.48374892566809	-0.494037986136185	0.621279352654904	NA
Oarb_102348_c0_g3	6.52054044764441	1.2250993282213	0.893431859039423	1.37122861226202	0.170303701476248	0.489138477094653
Oarb_102370_c0_g1	2.20319766787377	-0.920175965236559	0.851827538171492	-1.08023740018054	0.280036477768146	NA
Oarb_102380_c0_g1	0.854055708641368	-0.46103689327291	1.53977168240959	-0.299418997335652	0.764620368896117	NA
Oarb_102387_c0_g1	0.71799701276042	-1.62289860519026	1.47634229550947	-1.09926987130733	0.271650369896913	NA
